Duration of class (min),Heart Rate (bpm),HR Rest,60% THR (bpm),70% THR (bpm),80% THR (bpm),90% THR (bpm),HR Max (bpm),,,,,,,,,
0:20:04,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:05,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:06,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:07,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:08,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:09,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:10,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:11,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:12,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:13,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:14,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:15,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:16,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:17,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:18,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:19,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:20,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:21,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:22,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:23,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:24,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:25,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:26,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:27,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:28,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:29,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:30,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:31,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:32,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:33,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:34,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:35,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:36,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:37,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:38,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:39,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:40,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:41,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:42,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:43,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:44,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:45,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:46,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:47,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:48,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:49,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:50,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:51,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:52,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:53,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:54,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:55,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:56,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:57,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:58,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:20:59,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:00,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:01,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:02,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:03,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:04,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:05,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:06,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:07,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:08,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:09,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:10,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:11,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:12,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:13,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:14,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:15,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:16,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:17,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:18,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:19,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:20,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:21,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:22,140,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:23,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:24,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:25,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:26,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:27,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:28,139,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:29,139,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:30,140,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:31,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:32,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:33,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:34,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:35,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:36,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:37,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:38,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:39,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:40,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:41,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:42,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:43,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:44,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:45,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:46,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:47,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:48,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:49,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:50,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:51,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:52,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:53,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:54,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:55,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:56,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:57,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:58,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:21:59,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:00,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:01,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:02,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:03,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:04,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:05,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:06,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:07,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:08,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:09,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:10,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:11,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:12,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:13,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:14,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:15,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:16,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:17,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:18,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:19,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:20,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:21,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:22,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:23,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:24,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:25,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:26,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:27,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:28,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:29,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:30,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:31,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:32,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:33,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:34,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:35,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:36,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:37,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:38,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:39,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:40,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:41,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:42,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:43,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:44,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:45,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:46,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:47,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:48,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:49,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:50,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:51,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:52,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:53,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:54,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:55,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:56,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:57,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:58,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:22:59,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:00,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:01,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:02,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:03,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:04,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:05,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:06,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:07,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:08,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:09,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:10,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:11,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:12,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:13,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:14,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:15,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:16,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:17,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:18,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:19,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:20,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:21,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:22,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:23,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:24,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:25,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:26,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:27,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:28,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:29,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:30,140,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:31,139,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:32,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:33,138,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:34,139,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:35,139,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:36,140,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:37,140,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:38,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:39,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:40,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:41,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:42,141,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:43,142,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:44,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:45,143,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:46,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:47,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:48,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:49,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:50,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:51,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:52,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:53,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:54,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:55,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:56,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:57,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:58,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:23:59,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:00,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:01,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:02,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:03,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:04,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:05,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:06,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:07,144,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:08,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:09,145,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:10,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:11,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:12,146,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:13,147,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:14,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:15,148,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:16,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:17,149,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:18,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:19,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:20,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:21,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:22,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:23,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:24,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:25,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:26,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:27,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:28,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:29,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:30,150,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:31,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:32,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:33,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:34,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:35,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:36,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:37,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:38,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:39,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:40,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:41,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:42,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:43,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:44,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:45,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:46,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:47,158,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:48,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:49,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:50,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:51,160,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:52,161,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:53,161,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:54,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:55,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:56,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:57,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:58,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:24:59,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:00,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:01,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:02,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:03,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:04,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:05,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:06,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:07,164,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:08,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:09,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:10,164,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:11,164,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:12,164,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:13,164,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:14,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:15,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:16,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:17,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:18,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:19,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:20,163,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:21,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:22,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:23,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:24,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:25,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:26,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:27,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:28,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:29,162,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:30,161,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:31,161,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:32,160,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:33,160,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:34,160,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:35,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:36,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:37,159,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:38,158,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:39,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:40,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:41,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:42,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:43,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:44,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:45,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:46,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:47,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:48,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:49,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:50,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:51,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:52,152,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:53,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:54,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:55,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:56,151,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:57,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:58,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:25:59,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:00,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:01,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:02,153,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:03,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:04,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:05,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:06,154,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:07,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:08,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:09,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:10,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:11,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:12,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:13,155,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:14,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:15,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:16,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:17,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:18,156,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
0:26:19,157,60,136.8,149.6,162.5,175.2,188,,,,,,,,,
